Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Đường Song Hành, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",50.10,4.02,20.00,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Basic,7.00
"Đường Lê Văn Quới, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",108.00,8.00,8.00,Tây - Nam,Tây - Nam,3,5,4,Have certificate,Full,8.30
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",80.00,4.10,6.00,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,9.90
"876/35/60 Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",45.00,3.60,6.00,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,7.20
"Dự án Citi Bella 2, Phường Cát Lái, Quận 2, Hồ Chí Minh",85.00,5.00,20.00,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Basic,7.78
"Dự án Sun Casa Central, Đường 27, Xã Vĩnh Tân, Tân Uyên, Bình Dương",100.00,25.00,25.00,Bắc,Bắc,3,5,5,Have certificate,Basic,3.50
"Dự án Camellia Garden, Đường Số 1, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",74.10,12.00,25.00,Tây,Tây,2,3,3,Have certificate,Basic,7.90
"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",48.00,4.00,4.00,Nam,Nam,2,2,2,Have certificate,Full,3.00
"Đường 21B, Xã Thanh Cao, Thanh Oai, Hà Nội",33.10,3.95,3.00,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Basic,1.70
"Đường Bằng A, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",37.00,4.00,3.00,Đông - Nam,Đông - Nam,5,4,3,Have certificate,Basic,5.50
"Dự án Đại Phúc Green Villas, Đường Phạm Hùng, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",100.00,12.00,12.00,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Basic,8.80
"Hẻm 606, Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh.",26.90,4.70,10.00,Tây,Tây,4,3,4,Have certificate,Basic,8.30
"Đường Trần Thị Cờ, Phường Thới An, Quận 12, Hồ Chí Minh",66.00,5.00,4.40,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Basic,5.65
"Đường Nguyễn Tri Phương, Phường Hiệp Hòa, Biên Hòa, Đồng Nai",46.50,7.00,12.00,Đông - Nam,Đông,4,4,4,Have certificate,Full,3.90
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",30.00,5.00,8.00,Bắc,Bắc,5,3,3,Have certificate,Full,5.00
"Đường An Hải 8, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",73.00,5.00,5.00,Đông - Bắc,Đông - Bắc,2,3,2,Have certificate,Full,5.30
"Lakeside Palace, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",100.00,5.00,15.00,Tây - Nam,Tây - Nam,3,2,2,Have certificate,Basic,4.13
"Hẻm 308, Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",70.00,4.00,4.00,Nam,Nam,2,2,2,Have certificate,Basic,6.20
"Dự án Melosa Garden Khang Điền, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh.",85.00,5.00,12.00,Đông,Đông,3,4,4,Have certificate,Basic,8.30
"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",82.70,5.00,12.00,Đông - Bắc,Đông - Bắc,3,4,5,Have certificate,Basic,8.60
"Đường Bùi Hữu Diện, Phường An Lạc A, Bình Tân, Hồ Chí Minh",94.00,4.50,8.00,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Full,8.70
"Đường Nguyễn Thành Đồng, Phường Thống Nhất, Biên Hòa, Đồng Nai",101.00,4.40,5.00,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Basic,3.50
"Đường An Trung 6, Phường An Hải Tây, Sơn Trà, Đà Nẵng",55.40,4.40,4.00,Bắc,Bắc,2,2,2,Have certificate,Basic,3.60
"Đường Chợ Hàng, Phường Dư Hàng Kênh, Lê Chân, Hải Phòng",40.50,4.00,2.50,Nam,Nam,4,4,3,Have certificate,Full,1.95
"Đường Số 36, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",68.00,4.00,16.00,Tây,Tây,3,4,4,Have certificate,Basic,9.50
"Đường Nguyễn Thị Khắp, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",69.00,4.50,8.00,Đông - Bắc,Đông - Bắc,2,3,2,Have certificate,Full,3.65
"Đường Lê Thị Lơ, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",88.40,4.00,8.00,Tây - Nam,Tây - Nam,2,4,2,Have certificate,Full,4.85
"Ngõ 108, Phố Lệ Mật, Phường Việt Hưng, Long Biên, Hà Nội",37.10,5.42,2.50,Đông - Nam,Đông - Nam,6,3,4,Have certificate,Full,6.20
"Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",35.00,4.00,3.00,Đông,Đông,5,3,4,Have certificate,Full,4.45
"Đường Nam Hải, Phường Nam Hải, Hải An, Hải Phòng",60.00,5.00,8.00,Đông,Đông,4,4,3,Have certificate,Basic,4.50
"Đường Hồ Văn Long, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",40.00,4.00,5.00,Tây,Tây,1,2,2,Have certificate,Full,1.93
"Đường Số 10, Phường Tân Quy, Quận 7, Hồ Chí Minh",64.60,4.00,4.00,Bắc,Bắc,2,2,2,Have certificate,Full,6.50
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",37.00,7.30,3.00,Đông - Bắc,Đông - Bắc,5,3,3,Have certificate,Full,7.70
"Đường An Thượng, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",70.00,4.20,5.00,Nam,Nam,2,3,2,Have certificate,Basic,8.50
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",46.00,3.50,5.50,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,4.60
"Đường 10, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",56.00,4.00,6.00,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Basic,7.30
"Phường Nam Hải, Hải An, Hải Phòng",40.00,4.00,6.00,Đông - Nam,Đông - Nam,3,2,2,Have certificate,Basic,4.00
"Đường Bến Nôm, Phường Rạch Dừa, Vũng Tàu, Bà Rịa Vũng Tàu",80.00,5.00,15.00,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Full,7.00
"Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",60.00,4.00,4.00,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,3.80
"Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",60.00,45.00,3.00,Tây - Nam,Tây - Nam,3,3,2,Have certificate,Full,4.50
"Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",55.00,4.00,3.00,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Basic,6.10
"Phố Nguyễn Xí, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",100.00,5.00,7.50,Tây - Nam,Tây - Nam,3,4,3,Have certificate,Full,5.20
"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",100.00,5.00,20.00,Nam,Tây - Bắc,3,4,4,Have certificate,Full,8.49
"Đường Nhị Hà, Phường Phước Hòa, Nha Trang, Khánh Hòa",44.60,4.00,2.50,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,3.05
"Hẻm 861, Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",50.80,4.00,3.00,Đông,Đông,2,2,2,Have certificate,Basic,5.60
"Đường Ngô Gia Tự, Phường Thành Tô, Hải An, Hải Phòng",98.00,5.70,13.00,Bắc,Bắc,4,5,4,Have certificate,Full,7.20
"Đường Tân Thới Nhất 2, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",75.00,6.00,6.00,Nam,Nam,3,3,3,Have certificate,Full,5.05
"Đường Quang Trung, Phường 14, Gò Vấp, Hồ Chí Minh",72.00,4.00,12.00,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Full,6.60
"Đường Nguyễn Hữu Huân, Phường Tân Lập, Nha Trang, Khánh Hòa",79.50,3.70,8.00,Tây - Nam,Tây - Nam,2,4,3,Have certificate,Full,5.60
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Mỹ Đa Tây 5, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",125.00,5.00,7.50,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Full,7.20
"Đường ĐT 16, Phường Tân Vạn, Biên Hòa, Đồng Nai",89.00,5.00,3.00,Đông - Nam,Đông - Nam,2,3,3,Have certificate,Basic,1.70
"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",100.00,5.00,12.00,Bắc,Bắc,3,4,5,Have certificate,Basic,8.20
"Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",25.00,3.00,3.00,Tây,Tây,2,2,2,Have certificate,Full,2.58
"Hẻm 370 Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",68.00,4.00,12.00,Đông,Đông,4,4,4,Have certificate,Full,9.70
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",60.00,5.00,4.00,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Basic,9.20
"Hẻm 30 Phố Đỗ Nhuận, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",32.00,4.00,10.00,Nam,Nam,3,2,2,Have certificate,Full,4.65
"Đường Cầu Dứa - Phú Nông, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",115.00,6.80,12.00,Nam,Nam,4,5,6,Have certificate,Basic,10.00
"Đường Tràm Lạc, Xã Mỹ Hạnh Bắc, Đức Hòa, Long An",78.75,4.50,5.00,Nam,Nam,2,3,2,Have certificate,Basic,1.45
"Hẻm 822, Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",72.00,4.00,8.00,Tây,Tây,3,4,4,Have certificate,Full,5.95
"Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",30.00,31.00,5.00,Tây - Bắc,Tây - Bắc,5,3,4,Have certificate,Full,7.98
"Đường Thạch Bích, Xã Cao Viên, Thanh Oai, Hà Nội",35.00,3.50,3.00,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,1.69
"Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",33.00,3.20,2.50,Tây - Bắc,Tây - Bắc,5,3,5,Have certificate,Full,4.70
"Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội",45.80,4.50,5.00,Đông - Nam,Đông - Nam,4,4,3,Have certificate,Full,7.50
"Đường Ngô Lan Chi, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",60.00,4.00,13.00,Bắc,Bắc,3,4,3,Have certificate,Basic,4.50
"Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",67.20,4.20,6.00,Nam,Nam,1,1,1,Have certificate,Basic,3.79
"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",53.40,4.00,5.00,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Basic,3.89
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",32.00,3.50,2.20,Đông - Bắc,Đông - Bắc,5,4,4,Have certificate,Full,6.20
"Đường Võ Thị Sáu, Phường Bình Hưng, Phan Thiết, Bình Thuận",58.00,5.00,3.00,Tây,Tây,1,2,1,Have certificate,Basic,1.20
"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội",42.00,3.60,2.50,Đông,Đông,4,3,4,Have certificate,Full,4.50
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",37.00,3.50,2.00,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,4.95
"Đường Đại Linh, Phường Trung Văn, Nam Từ Liêm, Hà Nội",40.00,4.00,2.50,Đông - Bắc,Đông - Bắc,4,4,4,Have certificate,Full,6.30
"Đường Mê Linh, Phường 9, Đà Lạt, Lâm Đồng",79.00,5.80,4.00,Đông - Nam,Đông - Nam,2,4,3,Sale contract,Basic,3.35
"Đường Nguyễn Tri Phương, Phường Bửu Hòa, Biên Hòa, Đồng Nai",80.00,4.70,5.00,Tây,Tây,2,3,2,Have certificate,Basic,2.75
"Thôn Đông Lao, Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",36.00,3.70,2.50,Đông - Bắc,Đông - Bắc,4,3,3,Have certificate,Basic,2.70
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",33.00,3.50,3.00,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Basic,3.00
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",57.00,7.00,5.00,Nam,Nam,5,7,5,Have certificate,Basic,4.40
"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",35.00,3.50,4.00,Đông - Bắc,Đông - Bắc,5,3,4,Have certificate,Full,5.00
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Ngũ Hành Sơn, Đà Nẵng",100.00,5.00,7.50,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Basic,6.00
"Đường Nguyễn Văn Hoa, Phường Thống Nhất, Biên Hòa, Đồng Nai",145.00,9.00,6.00,Tây - Bắc,Tây - Bắc,1,3,2,Have certificate,Basic,4.30
"Đường Hoàng Minh Chánh, Phường Hóa An, Biên Hòa, Đồng Nai",90.00,5.50,8.00,Đông,Đông,3,4,4,Have certificate,Full,4.40
"Vĩnh Điềm Trung, 92, Đường B1, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",108.00,6.00,16.00,Nam,Nam,3,4,4,Have certificate,Basic,7.80
"Đường Số 3, Phường 9, Gò Vấp, Hồ Chí Minh",64.00,4.20,4.00,Tây - Nam,Tây - Nam,3,4,4,Have certificate,Full,6.85
"Ngõ 197, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",31.00,3.30,2.00,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,4.60
"Đường DX 042, Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",150.00,5.00,6.00,Đông - Bắc,Đông - Bắc,3,4,4,Have certificate,Full,5.90
"Đường DX 043, Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",120.00,5.00,5.00,Đông - Bắc,Đông - Bắc,2,3,3,Have certificate,Full,3.80
"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",65.00,7.00,7.00,Tây - Nam,Tây,3,3,4,Have certificate,Full,4.99
"Đường Nguyễn Văn Trỗi, Phường Phú Lợi, Thủ Dầu Một, Bình Dương",136.50,6.50,5.00,Nam,Nam,2,3,3,Have certificate,Full,4.77
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",45.00,4.00,5.00,Đông - Bắc,Đông - Bắc,4,3,3,Have certificate,Basic,6.00
"Đường 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",94.00,4.00,6.00,Tây - Bắc,Tây - Bắc,3,3,4,Have certificate,Basic,7.70
"Dự án Ruby City Bảo Lộc, Đường Trần Phú, Phường Lộc Sơn, Bảo Lộc, Lâm Đồng",441.00,22.00,12.00,Nam,Nam,2,4,5,Have certificate,Basic,6.50
"Phố Chính Kinh, Phường Nhân Chính, Thanh Xuân, Hà Nội",42.00,4.00,2.00,Đông - Nam,Đông - Nam,5,8,8,Have certificate,Full,7.90
"Dự án Vườn Vua Resort & Villas, Xã Đồng Trung, Thanh Thủy, Phú Thọ",366.00,20.00,12.00,Đông - Nam,Đông - Nam,2,6,6,Have certificate,Full,8.60
"Phố Đặng Tất, Phường Vĩnh Hải, Nha Trang, Khánh Hòa",97.40,3.95,6.00,Nam,Nam,2,3,2,Have certificate,Basic,6.70
"Dự án KĐT Lê Hồng Phong II, Đường A1, Phường Phước Hải, Nha Trang, Khánh Hòa",144.00,8.00,13.00,Tây - Nam,Tây,3,8,9,Sale contract,Full,9.50
"Phố Khúc Thừa Dụ, Phường Phước Long, Nha Trang, Khánh Hòa",70.00,4.00,13.00,Tây - Bắc,Tây - Bắc,2,4,3,Have certificate,Full,6.00
"Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",38.00,3.70,12.00,Đông - Nam,Đông - Nam,4,4,3,Have certificate,Basic,9.10
"Phố Bà Triệu, Phường Hà Cầu, Hà Đông, Hà Nội",38.00,3.50,3.00,Đông - Nam,Đông - Nam,4,4,3,Have certificate,Basic,4.88
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",37.00,3.60,2.00,Tây - Bắc,Bắc,5,3,3,Have certificate,Full,5.65
"Đường Nguyễn Công Trứ, Phường An Hải Đông, Sơn Trà, Đà Nẵng",55.00,5.00,4.50,Nam,Nam,5,6,6,Have certificate,Full,5.50
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Mỹ Đa Tây 5, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",95.00,5.00,11.50,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Full,7.20
"Dự án VCN - Phước Long, Đường C3, Phường Phước Hải, Nha Trang, Khánh Hòa",75.00,5.00,12.00,Nam,Nam,3,3,5,Have certificate,Basic,6.25
"Đường 17, Phường Phú La, Hà Đông, Hà Nội",45.00,3.60,3.50,Đông - Nam,Đông - Nam,3,3,2,Have certificate,Basic,9.50
"Đường Nguyễn Tri Phương, Phường Hiệp Hòa, Biên Hòa, Đồng Nai",47.00,6.80,8.00,Đông - Nam,Đông - Nam,4,3,3,Have certificate,Basic,3.90
"Đường 6, Xã Phù Chẩn, Từ Sơn, Bắc Ninh",75.00,5.00,15.20,Nam,Nam,4,4,4,Have certificate,Full,4.20
"Dự án Mỹ Phước 3, Phường Thới Hòa, Bến Cát, Bình Dương",150.00,8.00,16.00,Đông - Nam,Nam,2,3,2,Have certificate,Full,2.30
"Đường Đông Minh, Phường Đông Hòa, Dĩ An, Bình Dương",203.10,7.60,12.00,Đông - Bắc,Đông - Bắc,1,2,1,Have certificate,Basic,8.00
"Đường Lê Văn Quới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",64.00,4.00,6.00,Đông,Đông,3,3,4,Have certificate,Basic,6.30
"Đường Trần Nam Phú, Phường An Khánh, Ninh Kiều, Cần Thơ",54.00,5.00,20.00,Đông - Bắc,Đông - Bắc,1,2,2,Have certificate,Full,6.85
"Lô 9, Đường Lê Hồng Phong, Phường  Đằng Hải, Hải An, Hải Phòng",60.00,4.00,30.00,Đông - Bắc,Đông - Bắc,5,5,5,Have certificate,Basic,6.30
"Đường Phạm Văn Diêu, Phường Tân Hạnh, Biên Hòa, Đồng Nai",65.00,42.00,6.00,Tây,Tây,3,4,3,Have certificate,Full,3.30
"Đường Nguyễn Ái Quốc, Phường Hóa An, Biên Hòa, Đồng Nai",100.00,5.00,8.00,Bắc,Bắc,2,3,2,Have certificate,Full,3.60
"Đường Cống Lở, Phường 15, Tân Bình, Hồ Chí Minh",51.00,5.10,5.00,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Full,5.70
"Đường Trần Khát Chân, Phường Minh Khai, Hai Bà Trưng, Hà Nội",35.00,3.80,2.00,Đông - Nam,Đông - Nam,5,4,3,Have certificate,Full,4.50
"Đường La Dương, Phường Dương Nội, Hà Đông, Hà Nội",34.00,4.00,3.00,Nam,Nam,5,3,3,Have certificate,Full,4.75
"Xã Bích Hòa, Thanh Oai, Hà Nội",36.60,4.00,2.00,Đông,Đông,4,3,2,Have certificate,Basic,3.05
"Hẻm 154, Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",50.00,4.00,6.00,Đông - Nam,Đông - Nam,2,4,3,Have certificate,Basic,4.75
"1/, Đường Trịnh Thị Miếng, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh.",178.00,8.00,5.00,Đông,Đông,1,3,1,Have certificate,Full,3.90
"Đường Hoàng Minh Chánh, Phường Hóa An, Biên Hòa, Đồng Nai",60.00,4.00,10.00,Đông - Bắc,Đông - Bắc,2,3,2,Have certificate,Full,2.75
"Đường Nguyễn Thị Nhuần, Phường An Phú Đông, Quận 12, Hồ Chí Minh",56.00,4.00,20.00,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Basic,7.80
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",30.00,4.00,2.00,Nam,Nam,4,3,4,Have certificate,Full,4.14
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",33.00,3.40,2.00,Đông,Đông,4,3,3,Have certificate,Full,5.35
"Đường Phù Đổng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",117.50,5.00,5.50,Đông,Đông,2,3,2,Have certificate,Basic,3.55
"Đường Nguyễn Minh Không, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",90.00,5.00,5.50,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Full,3.85
"Đường Trần Đình Tri, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",375.00,15.00,7.00,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,9.32
"đường Quỳnh Đô, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",40.30,3.60,3.00,Đông - Nam,Đông - Nam,5,6,3,Have certificate,Full,4.60
"Đường Số 53, Phường Tân Quy, Quận 7, Hồ Chí Minh",63.00,3.50,14.00,Nam,Nam,4,7,8,Have certificate,Basic,8.90
"Đường Số 3, Phường 9, Gò Vấp, Hồ Chí Minh",27.00,4.00,4.00,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,3.20
"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",30.00,5.00,4.00,Đông - Nam,Đông - Bắc,5,6,4,Have certificate,Full,7.00
"Đường 21B, Phường Phú Lãm, Hà Đông, Hà Nội",37.00,3.50,3.00,Đông - Nam,Đông - Nam,4,4,3,Have certificate,Full,3.70
"Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",30.00,4.00,5.00,Nam,Nam,2,3,3,Have certificate,Full,1.88
"Đường 21B, Phường Phú Lương, Hà Đông, Hà Nội",32.00,3.50,2.00,Đông - Nam,Đông - Nam,5,3,3,Have certificate,Full,3.29
"Dự án Aqua City, Đường Hương lộ 2, Xã Long Hưng, Biên Hòa, Đồng Nai",160.00,8.00,16.00,Đông,Tây,3,4,4,Sale contract,Basic,6.20
"Ngõ 1, Đường Bùi Xương Trạch, Phường Khương Trung, Thanh Xuân, Hà Nội",40.00,4.00,3.00,Nam,Nam,5,9,9,Have certificate,Full,7.50
"Đường Mẹ Nhu, Phường Thanh Khê Tây, Thanh Khê, Đà Nẵng",89.00,4.50,10.00,Nam,Tây,2,4,2,Have certificate,Full,5.30
"Xã Long Điền, Long Điền, Bà Rịa Vũng Tàu",85.00,65.00,85.00,Đông - Bắc,Đông,1,2,1,Have certificate,Full,1.65
"Đường ĐT 743B, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",72.00,4.50,13.00,Tây - Bắc,Tây,3,3,3,Have certificate,Basic,4.30
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",33.00,5.00,6.00,Tây - Nam,Tây - Nam,5,4,3,Have certificate,Basic,6.80
"Đường Trần Thánh Tông, Phường 15, Tân Bình, Hồ Chí Minh",63.00,4.20,5.00,Đông - Nam,Đông - Nam,4,5,7,Have certificate,Full,8.20
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",38.00,4.00,35.00,Đông,Đông,5,3,4,Have certificate,Full,4.50
"Đường Phú Nông, Xã Vĩnh Ngọc, Nha Trang, Khánh Hòa",94.00,6.00,4.00,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Basic,3.75
"Đường Chiến Lược, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",73.00,4.00,8.00,Bắc,Bắc,2,3,1,Have certificate,Basic,4.50
"Đường Tây Sơn, Phường Trung Liệt, Đống Đa, Hà Nội",32.00,3.70,5.00,Nam,Nam,2,2,2,Have certificate,Basic,5.29
"Phường Kinh Bắc, Bắc Ninh, Bắc Ninh",81.00,4.50,19.00,Đông - Bắc,Đông - Bắc,4,4,6,Have certificate,Basic,8.30
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Đoàn Khuê, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",95.00,5.00,11.50,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Full,7.10
"Dự án VCN - Phước Long, Đường C3, Phường Phước Long, Nha Trang, Khánh Hòa",65.50,5.00,12.00,Nam,Nam,5,6,6,Have certificate,Full,5.90
"Đường Bình Minh, Xã Cao Viên, Thanh Oai, Hà Nội",33.00,4.00,3.30,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Basic,1.58
"Đường Quốc lộ 6, Phường Biên Giang, Hà Đông, Hà Nội",32.00,3.50,3.00,Đông - Bắc,Đông - Bắc,5,3,3,Have certificate,Full,2.50
